Index,Date,Time,Counter,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Gemidd
429,44659.50696,107.233478,58380799,1.409431,-0.088292,-0.049422,22.169125,1.865956,2.036264,1.423841,0.01423841,0.007071,1.430911,-0.068856
430,44659.50696,107.483478,58380799,1.417915,-0.088228,-0.049028,22.168757,1.866186,2.042796,1.423908,0.01423908,0.006978,1.430823,-0.06867
431,44659.50697,107.733478,58380799,1.426954,-0.088164,-0.049126,22.169125,1.866406,2.055788,1.424185,0.01424185,0.006978,1.431162,-0.068634
432,44659.50697,107.983478,58380799,1.436881,-0.088091,-0.048765,22.168904,1.866623,2.064177,1.424255,0.01424255,0.006884,1.431084,-0.068532
433,44659.50697,108.233478,58380800,1.446793,-0.088038,-0.048403,22.169051,1.866765,2.088307,1.424529,0.01424529,0.006884,1.431416,-0.068313
434,44659.50697,108.483478,58380800,1.453294,-0.087979,-0.048305,22.168904,1.867206,2.096649,1.424656,0.01424656,0.006884,1.431541,-0.06828
435,44659.50698,108.733478,58380800,1.463724,-0.087929,-0.04837,22.169125,1.867414,2.112635,1.424852,0.01424852,0.006884,1.431736,-0.068112
436,44659.50698,108.983478,58380800,1.474681,-0.087862,-0.047877,22.168904,1.867742,2.125409,1.425036,0.01425036,0.006791,1.431844,-0.068007
437,44659.50698,109.233478,58380801,1.484569,-0.087787,-0.048009,22.169125,1.867947,2.141668,1.425223,0.01425223,0.006884,1.43209,-0.067894
438,44659.50699,109.483478,58380801,1.488736,-0.087726,-0.047647,22.168757,1.868078,2.147069,1.425537,0.01425537,0.006884,1.432366,-0.067713
439,44659.50699,109.733478,58380801,1.499401,-0.087667,-0.047581,22.169125,1.868331,2.165494,1.425649,0.01425649,0.006791,1.432501,-0.067596
440,44659.50699,109.983478,58380801,1.508964,-0.087596,-0.047121,22.16883,1.868641,2.179029,1.425695,0.01425695,0.006791,1.432486,-0.067553
441,44659.50699,110.233478,58380802,1.514971,-0.087515,-0.04722,22.169272,1.868977,2.18802,1.4261,0.014261,0.006884,1.432985,-0.067245
442,44659.507,110.483478,58380802,1.521768,-0.087462,-0.046957,22.16883,1.869181,2.194954,1.426108,0.01426108,0.006698,1.432806,-0.067266
443,44659.507,110.733478,58380802,1.53326,-0.087405,-0.046595,22.169199,1.869292,2.208848,1.426263,0.01426263,0.006791,1.433054,-0.067167
444,44659.507,110.983478,58380802,1.544475,-0.087342,-0.046793,22.16883,1.869554,2.21734,1.426417,0.01426417,0.006698,1.433148,-0.067005
445,44659.50701,111.233478,58380803,1.549854,-0.087264,-0.046562,22.169199,1.869912,2.237013,1.426596,0.01426596,0.006791,1.433387,-0.066893
446,44659.50701,111.483478,58380803,1.558033,-0.087207,-0.046201,22.168904,1.870213,2.246753,1.426811,0.01426811,0.006698,1.43359,-0.066784
447,44659.50701,111.733478,58380803,1.563095,-0.087134,-0.046004,22.169272,1.870453,2.258707,1.426928,0.01426928,0.006698,1.433627,-0.066701
448,44659.50701,111.983478,58380803,1.582054,-0.087078,-0.045971,22.168978,1.870777,2.276229,1.427171,0.01427171,0.006698,1.433873,-0.066529
449,44659.50702,112.233478,58380804,1.587688,-0.08701,-0.045741,22.169272,1.870898,2.291321,1.427464,0.01427464,0.006698,1.434225,-0.066283
450,44659.50702,112.483478,58380804,1.590662,-0.086983,-0.045609,22.168978,1.871007,2.300286,1.427537,0.01427537,0.006698,1.434235,-0.066299
451,44659.50702,112.733478,58380804,1.589738,-0.087006,-0.045543,22.169272,1.871101,2.289413,1.427419,0.01427419,0.006698,1.434124,-0.066358
452,44659.50703,112.983478,58380804,1.597624,-0.086915,-0.045478,22.168978,1.871369,2.307633,1.427637,0.01427637,0.006791,1.434411,-0.066206
453,44659.50703,113.233478,58380805,1.606653,-0.086836,-0.045281,22.169272,1.871461,2.326155,1.427756,0.01427756,0.006605,1.434401,-0.066123
454,44659.50703,113.483478,58380805,1.622697,-0.086795,-0.045116,22.168978,1.87173,2.333916,1.427926,0.01427926,0.006698,1.434624,-0.066003
455,44659.50703,113.733478,58380805,1.625395,-0.086752,-0.044656,22.169272,1.872009,2.347983,1.428305,0.01428305,0.006698,1.435004,-0.065738
456,44659.50704,113.983478,58380805,1.632877,-0.086671,-0.044689,22.169051,1.872369,2.350886,1.428381,0.01428381,0.006698,1.4351,-0.065671
457,44659.50704,114.233478,58380806,1.638364,-0.08661,-0.044393,22.169272,1.872702,2.367864,1.428581,0.01428581,0.006698,1.435302,-0.065545
458,44659.50704,114.483478,58380806,1.649081,-0.086557,-0.044393,22.168978,1.872768,2.383792,1.428649,0.01428649,0.006698,1.435286,-0.06536
459,44659.50705,114.733478,58380806,1.658967,-0.086515,-0.044031,22.169346,1.872918,2.383803,1.428794,0.01428794,0.006698,1.435493,-0.065396
460,44659.50705,114.983478,58380806,1.670672,-0.086429,-0.043637,22.168978,1.873324,2.414626,1.42914,0.0142914,0.006605,1.435719,-0.065125
461,44659.50705,115.233478,58380807,1.67876,-0.086358,-0.04367,22.169272,1.873569,2.426587,1.429237,0.01429237,0.006605,1.435843,-0.064975
462,44659.50705,115.483478,58380807,1.682032,-0.086285,-0.043473,22.169051,1.873932,2.429577,1.429481,0.01429481,0.006605,1.436131,-0.064885
463,44659.50706,115.733478,58380807,1.692422,-0.086231,-0.043308,22.16942,1.873991,2.44261,1.429713,0.01429713,0.006698,1.436387,-0.06477
464,44659.50706,115.983478,58380807,1.707332,-0.086173,-0.043243,22.169125,1.874234,2.461222,1.429856,0.01429856,0.006605,1.436516,-0.064748
465,44659.50706,116.233478,58380808,1.717366,-0.086113,-0.043111,22.169272,1.874472,2.479986,1.429964,0.01429964,0.006605,1.436569,-0.06456
466,44659.50707,116.483478,58380808,1.721775,-0.086017,-0.04298,22.169125,1.87478,2.478907,1.43015,0.0143015,0.006419,1.436573,-0.064445
467,44659.50707,116.733478,58380808,1.728328,-0.085971,-0.042651,22.169346,1.875066,2.493041,1.430404,0.01430404,0.006605,1.437009,-0.06427
468,44659.50707,116.983478,58380808,1.739952,-0.0859,-0.042322,22.169125,1.875349,2.51086,1.430487,0.01430487,0.006512,1.436999,-0.06421
469,44659.50708,117.233478,58380809,1.751192,-0.085834,-0.042388,22.169272,1.875546,2.524889,1.430765,0.01430765,0.006605,1.437371,-0.064075
470,44659.50708,117.483478,58380809,1.761457,-0.085816,-0.042026,22.169199,1.8757,2.536579,1.430849,0.01430849,0.006512,1.437335,-0.063959
471,44659.50708,117.733478,58380809,1.769549,-0.085775,-0.041928,22.16942,1.875922,2.556091,1.430995,0.01430995,0.006698,1.43765,-0.063857
472,44659.50708,117.983478,58380809,1.780246,-0.085686,-0.041632,22.169199,1.876207,2.56425,1.431172,0.01431172,0.006419,1.437777,-0.06355
473,44659.50709,118.233478,58380810,1.795097,-0.085623,-0.041336,22.16942,1.876619,2.586714,1.431503,0.01431503,0.006605,1.438065,-0.063484
474,44659.50709,118.483478,58380810,1.799794,-0.085561,-0.041402,22.169272,1.876859,2.602959,1.431585,0.01431585,0.006326,1.437927,-0.063485
475,44659.50709,118.733478,58380810,1.810011,-0.08548,-0.040942,22.16942,1.877032,2.615622,1.431752,0.01431752,0.006512,1.438305,-0.063352
476,44659.5071,118.983478,58380810,1.813822,-0.085406,-0.040744,22.169199,1.877212,2.618443,1.432,0.01432,0.006512,1.438512,-0.063258
477,44659.5071,119.233478,58380811,1.824335,-0.08533,-0.040646,22.169494,1.877493,2.635623,1.432168,0.01432168,0.006605,1.438773,-0.063077
478,44659.5071,119.483478,58380811,1.832305,-0.085245,-0.040547,22.169199,1.877822,2.645456,1.432237,0.01432237,0.006326,1.438583,-0.062988
479,44659.5071,119.733478,58380811,1.835863,-0.085184,-0.040514,22.16942,1.878043,2.652136,1.432488,0.01432488,0.006326,1.438859,-0.062849
480,44659.50711,119.983478,58380811,1.849349,-0.085113,-0.040186,22.169199,1.878225,2.667703,1.432685,0.01432685,0.006605,1.439217,-0.062674
481,44659.50711,120.233478,58380812,1.86365,-0.085045,-0.040087,22.16942,1.878412,2.690171,1.432784,0.01432784,0.006233,1.439109,-0.062605
482,44659.50711,120.483478,58380812,1.871365,-0.085012,-0.039824,22.169199,1.878678,2.695638,1.433076,0.01433076,0.006233,1.439311,-0.062517
483,44659.50712,120.733478,58380812,1.879544,-0.084949,-0.039463,22.16942,1.87892,2.713142,1.433185,0.01433185,0.006605,1.43979,-0.062325
484,44659.50712,120.983478,58380812,1.889942,-0.08487,-0.039463,22.169272,1.879233,2.725175,1.433427,0.01433427,0.006233,1.439719,-0.062155
485,44659.50712,121.233478,58380813,1.892712,-0.08479,-0.039232,22.16942,1.879529,2.73476,1.433512,0.01433512,0.006233,1.439909,-0.061982
486,44659.50712,121.483478,58380813,1.902954,-0.084734,-0.038969,22.169346,1.879641,2.754979,1.433761,0.01433761,0.006605,1.44036,-0.061921
487,44659.50713,121.733478,58380813,1.935307,-0.084639,-0.038509,22.169494,1.880229,2.784334,1.433981,0.01433981,0.00614,1.440311,-0.06157
488,44659.50713,121.983478,58380813,1.940841,-0.084572,-0.038378,22.16942,1.880494,2.802917,1.43423,0.0143423,0.006512,1.440778,-0.061431
489,44659.50713,122.233478,58380814,1.953666,-0.084499,-0.038213,22.16942,1.880755,2.811619,1.434469,0.01434469,0.006233,1.440609,-0.061426
490,44659.50714,122.483478,58380814,1.963421,-0.084467,-0.037918,22.16942,1.880963,2.822457,1.434652,0.01434652,0.006512,1.441006,-0.061298
491,44659.50714,122.733478,58380814,1.966237,-0.084405,-0.038016,22.16942,1.881085,2.840406,1.434775,0.01434775,0.006233,1.441047,-0.061185
492,44659.50714,122.983478,58380814,1.974202,-0.084306,-0.037951,22.16942,1.881394,2.857789,1.434906,0.01434906,0.006326,1.441232,-0.061121
493,44659.50714,123.233478,58380815,1.987087,-0.084211,-0.037589,22.169567,1.881743,2.86787,1.435202,0.01435202,0.006047,1.441327,-0.060914
494,44659.50715,123.483478,58380815,2.002542,-0.084166,-0.03749,22.169494,1.882012,2.876515,1.435405,0.01435405,0.006326,1.441716,-0.060848
495,44659.50715,123.733478,58380815,1.999857,-0.084113,-0.037063,22.169494,1.882192,2.891882,1.435494,0.01435494,0.00614,1.441732,-0.060641
496,44659.50715,123.983478,58380815,2.014654,-0.08405,-0.036932,22.169494,1.882382,2.901472,1.435771,0.01435771,0.006326,1.442097,-0.060516
497,44659.50716,124.233478,58380816,2.025313,-0.083968,-0.036899,22.169567,1.882707,2.922174,1.43593,0.0143593,0.006047,1.441991,-0.060395
498,44659.50716,124.483478,58380816,2.028067,-0.083875,-0.036636,22.169494,1.882985,2.931297,1.436012,0.01436012,0.006326,1.442338,-0.060347
499,44659.50716,124.733478,58380816,2.038709,-0.083829,-0.036537,22.169567,1.883216,2.945941,1.436264,0.01436264,0.006047,1.442312,-0.060257
500,44659.50716,124.983478,58380816,2.053261,-0.083768,-0.036241,22.169494,1.883502,2.957196,1.436368,0.01436368,0.006326,1.44261,-0.060043
501,44659.50717,125.233478,58380817,2.063845,-0.083721,-0.036077,22.169715,1.883642,2.971664,1.436633,0.01436633,0.00614,1.44276,-0.059922
502,44659.50717,125.483478,58380817,2.074692,-0.08366,-0.036011,22.169641,1.883877,2.993388,1.436832,0.01436832,0.006326,1.442996,-0.059887
503,44659.50717,125.733478,58380817,2.080071,-0.083602,-0.03588,22.169641,1.88413,3.00307,1.436987,0.01436987,0.006047,1.442941,-0.059744
504,44659.50718,125.983478,58380817,2.084651,-0.083536,-0.035617,22.169567,1.88447,3.016417,1.437124,0.01437124,0.005954,1.443159,-0.05957
505,44659.50718,126.233478,58380818,2.097639,-0.083465,-0.035387,22.169567,1.884741,3.02884,1.437276,0.01437276,0.006233,1.443435,-0.059463
506,44659.50718,126.483478,58380818,2.109465,-0.083386,-0.035189,22.169641,1.884991,3.045944,1.437452,0.01437452,0.005954,1.443546,-0.059343
507,44659.50719,126.733478,58380818,2.118064,-0.083323,-0.034927,22.169567,1.885155,3.054862,1.437626,0.01437626,0.005954,1.443702,-0.059219
508,44659.50719,126.983478,58380818,2.125042,-0.083265,-0.034894,22.169567,1.885335,3.069239,1.43779,0.0143779,0.006047,1.443853,-0.059135
509,44659.50719,127.233478,58380819,2.134859,-0.083197,-0.034696,22.169788,1.885614,3.076568,1.437992,0.01437992,0.005954,1.444008,-0.058919
510,44659.50719,127.483478,58380819,2.147478,-0.083121,-0.034302,22.169641,1.88599,3.09574,1.4382,0.014382,0.005954,1.44417,-0.058875
511,44659.5072,127.733478,58380819,2.152557,-0.083064,-0.034368,22.169715,1.886352,3.111634,1.438425,0.01438425,0.006047,1.444472,-0.05866
512,44659.5072,127.983478,58380819,2.166449,-0.083012,-0.03394,22.169567,1.886388,3.126447,1.438466,0.01438466,0.005954,1.444533,-0.05863
513,44659.5072,128.233478,58380820,2.174962,-0.082935,-0.034006,22.169641,1.886547,3.141539,1.438662,0.01438662,0.00614,1.444774,-0.058349
514,44659.50721,128.483478,58380820,2.188713,-0.082877,-0.033743,22.169715,1.886837,3.153509,1.438889,0.01438889,0.005954,1.444919,-0.058217
515,44659.50721,128.733478,58380820,2.195563,-0.08282,-0.033612,22.169715,1.887202,3.169206,1.439053,0.01439053,0.00614,1.445124,-0.05822
516,44659.50721,128.983478,58380820,2.206417,-0.082759,-0.033152,22.169567,1.887434,3.179423,1.439221,0.01439221,0.006047,1.445269,-0.058102
517,44659.50721,129.233478,58380821,2.21008,-0.082706,-0.033349,22.169641,1.887653,3.187827,1.439485,0.01439485,0.006047,1.445475,-0.057918
518,44659.50722,129.483478,58380821,2.223566,-0.082624,-0.033119,22.169715,1.88786,3.206137,1.439648,0.01439648,0.005861,1.445539,-0.057804
519,44659.50722,129.733478,58380821,2.231354,-0.082563,-0.032724,22.169715,1.88819,3.228378,1.439719,0.01439719,0.006047,1.445739,-0.057785
520,44659.50722,129.983478,58380821,2.238896,-0.0825,-0.032757,22.169715,1.888425,3.230045,1.440009,0.01440009,0.005861,1.445971,-0.057481
521,44659.50723,130.233478,58380822,2.235781,-0.082477,-0.032626,22.169715,1.888455,3.252569,1.440122,0.01440122,0.005954,1.446169,-0.057473
522,44659.50723,130.483478,58380822,2.254416,-0.082409,-0.032396,22.169715,1.888768,3.246074,1.440096,0.01440096,0.005954,1.44605,-0.057491
523,44659.50723,130.733478,58380822,2.260359,-0.082363,-0.032198,22.169715,1.889021,3.264876,1.440421,0.01440421,0.006047,1.446468,-0.057213
524,44659.50723,130.983478,58380822,2.272034,-0.082318,-0.031935,22.169715,1.889168,3.282838,1.440511,0.01440511,0.005954,1.446465,-0.0572
525,44659.50724,131.233478,58380823,2.284505,-0.082226,-0.031935,22.169788,1.889432,3.299706,1.440772,0.01440772,0.005954,1.446726,-0.056992
526,44659.50724,131.483478,58380823,2.292014,-0.082173,-0.031541,22.169788,1.889675,3.313206,1.440865,0.01440865,0.005861,1.446633,-0.056952
527,44659.50724,131.733478,58380823,2.303166,-0.082097,-0.031541,22.169862,1.889949,3.326181,1.44114,0.0144114,0.005954,1.447094,-0.05676
528,44659.50725,131.983478,58380823,2.314961,-0.082075,-0.031146,22.169788,1.890247,3.332868,1.441241,0.01441241,0.005768,1.446961,-0.056658
529,44659.50725,132.233478,58380824,2.347255,-0.081921,-0.030785,22.169862,1.890886,3.38511,1.441695,0.01441695,0.005768,1.447464,-0.056264
530,44659.50725,132.483478,58380824,2.362058,-0.081831,-0.030456,22.169936,1.891204,3.413796,1.441986,0.01441986,0.005861,1.447847,-0.056066
531,44659.50725,132.733478,58380824,2.367069,-0.081774,-0.030226,22.169788,1.891484,3.419443,1.442229,0.01442229,0.005768,1.447909,-0.056125
532,44659.50726,132.983478,58380824,2.379226,-0.081694,-0.029996,22.169936,1.89172,3.436701,1.442417,0.01442417,0.005768,1.448185,-0.05598
533,44659.50726,133.233478,58380825,2.385223,-0.08165,-0.029799,22.169862,1.891979,3.443293,1.442457,0.01442457,0.005768,1.448225,-0.055841
534,44659.50726,133.483478,58380825,2.40078,-0.081578,-0.029437,22.169936,1.892254,3.454664,1.442661,0.01442661,0.005768,1.448417,-0.055697
535,44659.50727,133.733478,58380825,2.409176,-0.081534,-0.029371,22.169862,1.89245,3.479031,1.442839,0.01442839,0.005675,1.448589,-0.055519
536,44659.50727,133.983478,58380825,2.416535,-0.081471,-0.02947,22.169788,1.892663,3.486902,1.443018,0.01443018,0.005675,1.448693,-0.055475
537,44659.50727,134.233478,58380826,2.423774,-0.081409,-0.029174,22.169862,1.892907,3.504859,1.443184,0.01443184,0.005675,1.448976,-0.055249
538,44659.50727,134.483478,58380826,2.44351,-0.081318,-0.028846,22.17001,1.893292,3.517189,1.443329,0.01443329,0.005768,1.449098,-0.055229
539,44659.50728,134.733478,58380826,2.451264,-0.081276,-0.028484,22.169862,1.893576,3.53661,1.443526,0.01443526,0.005582,1.449265,-0.055091
540,44659.50728,134.983478,58380826,2.451131,-0.081235,-0.028714,22.169936,1.893636,3.555929,1.44375,0.0144375,0.005675,1.449425,-0.054935
541,44659.50728,135.233478,58380827,2.443974,-0.081255,-0.028944,22.169788,1.893516,3.525164,1.44361,0.0144361,0.005582,1.449192,-0.055032
542,44659.50729,135.483478,58380827,2.455825,-0.081202,-0.028517,22.17001,1.893639,3.537188,1.443884,0.01443884,0.005582,1.449476,-0.054834
543,44659.50729,135.733478,58380827,2.468584,-0.081139,-0.028517,22.17001,1.893845,3.568265,1.443866,0.01443866,0.005582,1.449541,-0.0549
544,44659.50729,135.983478,58380827,2.494743,-0.081002,-0.028024,22.17001,1.894497,3.603013,1.444322,0.01444322,0.005675,1.449997,-0.054544
545,44659.5073,136.233478,58380828,2.50427,-0.080956,-0.027662,22.169936,1.894819,3.612765,1.444541,0.01444541,0.005582,1.450123,-0.054363
546,44659.5073,136.483478,58380828,2.511757,-0.080879,-0.027531,22.170157,1.89491,3.625132,1.444566,0.01444566,0.005582,1.450148,-0.05421
547,44659.5073,136.733478,58380828,2.52293,-0.080833,-0.027465,22.169862,1.895128,3.64428,1.444893,0.01444893,0.005582,1.450475,-0.054101
548,44659.5073,136.983478,58380828,2.531807,-0.080763,-0.027169,22.170083,1.895485,3.654399,1.444981,0.01444981,0.005582,1.450563,-0.053937
549,44659.50731,137.233478,58380829,2.539656,-0.080708,-0.027268,22.169936,1.895722,3.660808,1.445203,0.01445203,0.005582,1.450785,-0.054023
550,44659.50731,137.483478,58380829,2.550791,-0.08065,-0.026972,22.170157,1.896188,3.678044,1.445332,0.01445332,0.005489,1.450821,-0.053828
551,44659.50731,137.733478,58380829,2.56915,-0.080589,-0.026775,22.170083,1.89638,3.70513,1.445544,0.01445544,0.005489,1.451033,-0.053649
552,44659.50732,137.983478,58380829,2.575875,-0.080516,-0.026643,22.170304,1.896486,3.71731,1.44571,0.0144571,0.005582,1.451369,-0.053563
553,44659.50732,138.233478,58380830,2.5837,-0.080461,-0.026413,22.169936,1.896703,3.726349,1.445955,0.01445955,0.005489,1.451444,-0.053484
554,44659.50732,138.483478,58380830,2.595445,-0.080413,-0.025986,22.170231,1.897037,3.747145,1.446159,0.01446159,0.005489,1.451699,-0.053249
555,44659.50732,138.733478,58380830,2.605745,-0.080342,-0.026084,22.169936,1.897368,3.761183,1.446323,0.01446323,0.005489,1.451763,-0.053214
556,44659.50733,138.983478,58380830,2.626559,-0.080238,-0.025624,22.170231,1.897739,3.787889,1.446449,0.01446449,0.005396,1.451845,-0.053046
557,44659.50733,139.233478,58380831,2.651233,-0.080174,-0.02523,22.17001,1.898002,3.823039,1.446894,0.01446894,0.005396,1.45229,-0.052803
558,44659.50733,139.483478,58380831,2.659701,-0.080094,-0.025098,22.170231,1.898296,3.843539,1.446909,0.01446909,0.005396,1.452305,-0.052727
559,44659.50734,139.733478,58380831,2.665059,-0.080011,-0.024868,22.170083,1.898701,3.854134,1.447181,0.01447181,0.005489,1.45267,-0.052553
560,44659.50734,139.983478,58380831,2.674063,-0.079943,-0.024671,22.170304,1.898975,3.862376,1.447304,0.01447304,0.005303,1.452607,-0.052448
561,44659.50734,140.233478,58380832,2.681532,-0.07987,-0.024671,22.169936,1.899121,3.876751,1.447604,0.01447604,0.005396,1.45306,-0.052197
562,44659.50734,140.483478,58380832,2.695662,-0.079817,-0.024441,22.170304,1.899253,3.890486,1.447811,0.01447811,0.005489,1.453383,-0.052036
563,44659.50735,140.733478,58380832,2.707956,-0.079747,-0.024342,22.170157,1.899529,3.907718,1.447967,0.01447967,0.005303,1.453347,-0.051931
564,44659.50735,140.983478,58380832,2.720886,-0.079684,-0.024178,22.170452,1.899828,3.930759,1.448041,0.01448041,0.005303,1.453341,-0.05187
565,44659.50735,141.233478,58380833,2.724453,-0.079627,-0.024047,22.170083,1.90014,3.937529,1.448275,0.01448275,0.005396,1.453578,-0.05169
566,44659.50736,141.483478,58380833,2.736766,-0.079582,-0.023652,22.170452,1.900347,3.950106,1.448357,0.01448357,0.00521,1.45353,-0.051712
567,44659.50736,141.733478,58380833,2.753065,-0.079486,-0.023554,22.170083,1.900624,3.971887,1.448656,0.01448656,0.005396,1.454052,-0.051473
568,44659.50736,141.983478,58380833,2.761658,-0.079433,-0.023225,22.170452,1.900728,3.985861,1.448817,0.01448817,0.005117,1.453982,-0.051357
569,44659.50736,142.233478,58380834,2.772957,-0.079386,-0.023258,22.170157,1.901089,4.008548,1.448889,0.01448889,0.005396,1.45437,-0.05125
570,44659.50737,142.483478,58380834,2.782909,-0.079307,-0.023028,22.170378,1.901355,4.015731,1.449202,0.01449202,0.005117,1.454299,-0.051087
571,44659.50737,142.733478,58380834,2.788008,-0.079244,-0.022699,22.170231,1.90166,4.037278,1.449282,0.01449282,0.005396,1.454658,-0.051079
572,44659.50737,142.983478,58380834,2.809612,-0.079219,-0.022567,22.170452,1.901762,4.05067,1.449561,0.01449561,0.005117,1.454677,-0.05087
573,44659.50738,143.233478,58380835,2.811565,-0.079126,-0.022272,22.170083,1.901984,4.063159,1.449744,0.01449744,0.005303,1.454958,-0.050804
574,44659.50738,143.483478,58380835,2.825463,-0.079058,-0.022337,22.170452,1.90221,4.07424,1.449895,0.01449895,0.004931,1.454826,-0.050636
575,44659.50738,143.733478,58380835,2.84492,-0.078999,-0.022107,22.170231,1.902558,4.101517,1.45009,0.0145009,0.005303,1.455351,-0.050594
576,44659.50738,143.983478,58380835,2.858247,-0.078921,-0.021647,22.170599,1.902875,4.121917,1.450123,0.01450123,0.004931,1.455144,-0.050413
577,44659.50739,144.233478,58380836,2.865842,-0.078924,-0.021483,22.170231,1.902987,4.134013,1.450477,0.01450477,0.005303,1.455753,-0.050248
578,44659.50739,144.483478,58380836,2.881612,-0.078831,-0.021417,22.170599,1.903354,4.161476,1.450544,0.01450544,0.004931,1.455473,-0.050118
579,44659.50739,144.733478,58380836,2.913495,-0.078584,-0.020825,22.170304,1.904162,4.200392,1.451161,0.01451161,0.005117,1.456278,-0.049715
580,44659.5074,144.983478,58380836,2.926707,-0.07852,-0.020595,22.170599,1.904454,4.225637,1.451493,0.01451493,0.004838,1.456257,-0.049517
581,44659.5074,145.233478,58380837,2.926301,-0.078524,-0.02076,22.170378,1.904416,4.238514,1.451508,0.01451508,0.00521,1.456718,-0.049508
582,44659.5074,145.483478,58380837,2.936185,-0.078462,-0.020595,22.170673,1.904651,4.233578,1.451605,0.01451605,0.004838,1.456443,-0.04944
583,44659.50741,145.733478,58380837,2.940743,-0.078411,-0.020464,22.170304,1.904902,4.248385,1.451581,0.01451581,0.004745,1.456437,-0.049458
584,44659.50741,145.983478,58380837,2.949016,-0.078375,-0.020365,22.170599,1.905033,4.255682,1.451802,0.01451802,0.005117,1.45689,-0.049257
585,44659.50741,146.233478,58380838,2.956224,-0.078286,-0.020201,22.170378,1.905346,4.273602,1.451872,0.01451872,0.004745,1.45669,-0.049253
586,44659.50741,146.483478,58380838,2.968583,-0.078243,-0.019905,22.170599,1.905541,4.277659,1.452128,0.01452128,0.004745,1.456947,-0.049022
587,44659.50742,146.733478,58380838,2.981681,-0.078171,-0.019576,22.170378,1.905705,4.302139,1.452254,0.01452254,0.005117,1.457345,-0.049004
588,44659.50742,146.983478,58380838,2.990683,-0.078096,-0.019445,22.170673,1.905946,4.316345,1.45253,0.0145253,0.004745,1.457275,-0.048854
589,44659.50742,147.233478,58380839,3.003997,-0.078051,-0.019248,22.170526,1.9062,4.338037,1.452692,0.01452692,0.004745,1.457447,-0.04868
590,44659.50743,147.483478,58380839,3.015512,-0.077971,-0.018886,22.170747,1.906569,4.352766,1.452825,0.01452825,0.005024,1.457848,-0.048552
591,44659.50743,147.733478,58380839,3.025078,-0.077903,-0.019116,22.170526,1.906881,4.367783,1.452943,0.01452943,0.004745,1.457688,-0.048504
592,44659.50743,147.983478,58380839,3.039774,-0.077841,-0.018853,22.170673,1.906992,4.381626,1.453109,0.01453109,0.005024,1.458132,-0.048388
593,44659.50743,148.233478,58380840,3.047391,-0.077772,-0.018524,22.170526,1.907247,4.402657,1.453389,0.01453389,0.004652,1.458066,-0.048174
594,44659.50744,148.483478,58380840,3.061422,-0.077731,-0.018492,22.170747,1.907446,4.421654,1.453574,0.01453574,0.004931,1.458418,-0.048063
595,44659.50744,148.733478,58380840,3.074752,-0.077697,-0.017999,22.170526,1.907723,4.438011,1.453701,0.01453701,0.004559,1.458297,-0.047948
596,44659.50744,148.983478,58380840,3.08822,-0.077581,-0.01813,22.17082,1.908134,4.459423,1.453801,0.01453801,0.004931,1.458701,-0.047858
597,44659.50745,149.233478,58380841,3.094826,-0.077536,-0.018064,22.170599,1.908244,4.4679,1.454077,0.01454077,0.004652,1.45879,-0.047804
598,44659.50745,149.483478,58380841,3.106296,-0.07749,-0.017736,22.17082,1.908369,4.481196,1.454233,0.01454233,0.004838,1.45907,-0.047602
599,44659.50745,149.733478,58380841,3.116529,-0.077436,-0.017473,22.170599,1.908694,4.503175,1.454455,0.01454455,0.004652,1.459109,-0.047445
600,44659.50745,149.983478,58380841,3.112627,-0.07745,-0.017604,22.170894,1.90867,4.500196,1.454315,0.01454315,0.004838,1.45911,-0.047574
601,44659.50746,150.233478,58380842,3.116784,-0.077366,-0.017275,22.170599,1.908912,4.509093,1.454378,0.01454378,0.004652,1.459061,-0.047478
602,44659.50746,150.483478,58380842,3.124407,-0.077326,-0.017407,22.170747,1.908988,4.513775,1.454687,0.01454687,0.004838,1.459479,-0.047267
603,44659.50746,150.733478,58380842,3.141287,-0.077265,-0.017045,22.170673,1.90936,4.533682,1.454704,0.01454704,0.004652,1.459386,-0.047121
604,44659.50747,150.983478,58380842,3.155813,-0.0772,-0.017045,22.170747,1.909671,4.556584,1.45503,0.0145503,0.004745,1.459713,-0.047044
605,44659.50747,151.233478,58380843,3.168513,-0.077106,-0.016552,22.170673,1.909933,4.569901,1.455101,0.01455101,0.004559,1.45983,-0.046876
606,44659.50747,151.483478,58380843,3.171237,-0.077059,-0.016651,22.17082,1.910025,4.587384,1.455338,0.01455338,0.004652,1.46001,-0.046878
607,44659.50747,151.733478,58380843,3.188235,-0.076972,-0.016519,22.170747,1.910239,4.603028,1.455461,0.01455461,0.004559,1.460094,-0.046625
608,44659.50748,151.983478,58380843,3.197953,-0.076918,-0.016026,22.17082,1.910575,4.617118,1.455586,0.01455586,0.004559,1.460223,-0.046655
609,44659.50748,152.233478,58380844,3.214944,-0.076842,-0.016092,22.17082,1.910885,4.636958,1.455892,0.01455892,0.004559,1.460358,-0.046441
610,44659.50748,152.483478,58380844,3.221671,-0.076771,-0.015698,22.170968,1.91108,4.652011,1.456152,0.01456152,0.004559,1.460733,-0.046259
611,44659.50749,152.733478,58380844,3.23625,-0.076727,-0.015665,22.17082,1.911326,4.66898,1.456254,0.01456254,0.004466,1.460762,-0.046133
