Index,Date,Time,Counter,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Axial Strain (%),Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Strain Vol [-],Gemidd,,Derivatives
4557,44655.41048,1139.272853,58352376,26.513162,-0.683527,-0.679044,22.272907,0.640374,38.441148,0.533821,0.00533821,-0.068623,0.465198,0.00465198,-0.681216,,13503.09957
4558,44655.41048,1139.522853,58352377,26.539565,-0.68336,-0.679011,22.273202,0.640721,38.545621,0.534249,0.00534249,-0.068716,0.465451,0.00465451,-0.681092,,13093.99306
4559,44655.41048,1139.772853,58352377,26.494022,-0.68349,-0.678945,22.273128,0.640396,38.429231,0.533943,0.00533943,-0.068716,0.46518,0.0046518,-0.681286,,13692.77582
4560,44655.41048,1140.022853,58352377,26.549685,-0.68323,-0.678715,22.273276,0.640921,38.525334,0.534373,0.00534373,-0.06881,0.465476,0.00465476,-0.681016,,13415.41497
4561,44655.41049,1140.272853,58352377,26.565737,-0.683094,-0.678715,22.273276,0.641209,38.523003,0.534384,0.00534384,-0.068996,0.465505,0.00465505,-0.680994,,13862.37935
4562,44655.41049,1140.522853,58352378,26.697121,-0.682489,-0.678222,22.273644,0.642411,38.647246,0.535103,0.00535103,-0.069182,0.465921,0.00465921,-0.680265,,13692.79717
4563,44655.41049,1140.772853,58352378,26.663152,-0.68258,-0.678288,22.273497,0.64215,38.65119,0.535038,0.00535038,-0.069276,0.465909,0.00465909,-0.680521,,13631.71321
4564,44655.4105,1141.022853,58352378,26.665147,-0.682526,-0.678189,22.273792,0.642196,38.654388,0.535202,0.00535202,-0.069369,0.465833,0.00465833,-0.680236,,13844.81164
4565,44655.4105,1141.272853,58352378,26.683644,-0.682409,-0.678058,22.273644,0.642418,38.643089,0.535158,0.00535158,-0.069276,0.465905,0.00465905,-0.68042,,13859.20142
4566,44655.4105,1141.522853,58352379,26.667824,-0.682356,-0.677861,22.273865,0.642488,38.721561,0.535556,0.00535556,-0.069555,0.466016,0.00466016,-0.680146,,13668.77116
4567,44655.4105,1141.772853,58352379,26.650198,-0.682379,-0.677959,22.273865,0.642476,38.681396,0.535491,0.00535491,-0.069742,0.465848,0.00465848,-0.680141,,13717.39009
4568,44655.41051,1142.022853,58352379,26.692901,-0.682162,-0.677729,22.274086,0.642887,38.703388,0.535613,0.00535613,-0.069649,0.465964,0.00465964,-0.680053,,13625.44588
4569,44655.41051,1142.272853,58352379,26.70831,-0.682041,-0.677663,22.274013,0.643105,38.740805,0.53585,0.0053585,-0.069928,0.465955,0.00465955,-0.679792,,13743.81667
4570,44655.41051,1142.522853,58352380,26.766294,-0.68176,-0.677466,22.274234,0.643661,38.795176,0.536174,0.00536174,-0.070115,0.466059,0.00466059,-0.679691,,13665.35977
4571,44655.41052,1142.772853,58352380,26.779957,-0.681632,-0.677269,22.274234,0.643915,38.798131,0.53621,0.0053621,-0.070115,0.466147,0.00466147,-0.679587,,13645.1319
4572,44655.41052,1143.022853,58352380,26.801424,-0.681473,-0.677236,22.274455,0.644227,38.884171,0.536627,0.00536627,-0.070395,0.466324,0.00466324,-0.679259,,13431.62456
4573,44655.41052,1143.272853,58352380,26.840905,-0.681245,-0.676644,22.274529,0.644553,38.824857,0.536481,0.00536481,-0.070208,0.466167,0.00466167,-0.679362,,13690.84267
4574,44655.41052,1143.522853,58352381,26.849088,-0.681135,-0.676842,22.274676,0.644847,38.921075,0.536979,0.00536979,-0.070488,0.466369,0.00466369,-0.67917,,13709.19918
4575,44655.41053,1143.772853,58352381,26.883221,-0.680978,-0.676677,22.274602,0.645192,38.96464,0.537241,0.00537241,-0.070395,0.466846,0.00466846,-0.678884,,13139.51313
4576,44655.41053,1144.022853,58352381,26.881543,-0.680918,-0.676743,22.274823,0.645325,39.018856,0.537488,0.00537488,-0.070581,0.466795,0.00466795,-0.678786,,12947.31125
4577,44655.41053,1144.272853,58352381,26.876226,-0.680893,-0.676546,22.27475,0.645314,39.00596,0.537493,0.00537493,-0.071047,0.46653,0.0046653,-0.678702,,13613.76514
4578,44655.41054,1144.522853,58352382,26.906902,-0.680678,-0.676283,22.274971,0.645693,39.014467,0.537651,0.00537651,-0.070861,0.466825,0.00466825,-0.678555,,13255.1128
4579,44655.41054,1144.772853,58352382,26.914807,-0.680583,-0.676217,22.275045,0.645904,39.083226,0.538015,0.00538015,-0.071327,0.466751,0.00466751,-0.678399,,13219.76826
4580,44655.41054,1145.022853,58352382,26.949737,-0.68036,-0.676151,22.275118,0.646345,39.042137,0.53795,0.0053795,-0.071047,0.466782,0.00466782,-0.6783,,13521.04438
4581,44655.41054,1145.272853,58352382,26.986208,-0.68016,-0.676151,22.275192,0.64666,39.112404,0.538367,0.00538367,-0.071513,0.46676,0.0046676,-0.678075,,13359.95291
4582,44655.41055,1145.522853,58352383,26.97976,-0.680117,-0.675724,22.275339,0.646844,39.106895,0.538309,0.00538309,-0.071327,0.466997,0.00466997,-0.678137,,13380.55362
4583,44655.41055,1145.772853,58352383,26.957149,-0.680133,-0.67602,22.275266,0.646764,39.068696,0.538301,0.00538301,-0.0717,0.466601,0.00466601,-0.678081,,13887.71109
4584,44655.41055,1146.022853,58352383,26.971725,-0.680061,-0.675888,22.275561,0.646848,39.180997,0.538746,0.00538746,-0.071513,0.467047,0.00467047,-0.677936,,13386.61012
4585,44655.41056,1146.272853,58352383,27.02174,-0.679794,-0.675494,22.275561,0.647399,39.2136,0.5389,0.005389,-0.07198,0.467054,0.00467054,-0.677692,,13372.51273
4586,44655.41056,1146.522853,58352384,27.035598,-0.679676,-0.675593,22.275708,0.64762,39.261746,0.539152,0.00539152,-0.071793,0.4671,0.004671,-0.677697,,13131.02218
4587,44655.41056,1146.772853,58352384,27.09625,-0.679363,-0.675198,22.275782,0.648237,39.250089,0.539271,0.00539271,-0.072259,0.467086,0.00467086,-0.677372,,13647.31484
4588,44655.41056,1147.022853,58352384,27.143878,-0.679083,-0.6751,22.275929,0.648744,39.291918,0.539699,0.00539699,-0.072073,0.467347,0.00467347,-0.677011,,13681.49828
4589,44655.41057,1147.272853,58352384,27.163607,-0.678959,-0.674935,22.276076,0.649045,39.30539,0.53963,0.0053963,-0.072446,0.467259,0.00467259,-0.677047,,13484.04304
4590,44655.41057,1147.522853,58352385,27.116254,-0.679102,-0.674869,22.27615,0.64867,39.338638,0.539828,0.00539828,-0.072353,0.467553,0.00467553,-0.677025,,13347.4967
4591,44655.41057,1147.772853,58352385,27.158508,-0.678873,-0.674804,22.27615,0.649194,39.348726,0.53985,0.0053985,-0.072726,0.467221,0.00467221,-0.67694,,13477.10492
4592,44655.41058,1148.022853,58352385,27.217571,-0.678579,-0.674541,22.276298,0.649757,39.390763,0.540288,0.00540288,-0.072819,0.467376,0.00467376,-0.676678,,13594.00356
4593,44655.41058,1148.272853,58352385,27.171548,-0.67867,-0.674541,22.276371,0.649452,39.416987,0.540407,0.00540407,-0.072632,0.467661,0.00467661,-0.676586,,13475.83804
4594,44655.41058,1148.522853,58352386,27.203875,-0.678494,-0.674442,22.276445,0.649915,39.405363,0.54036,0.0054036,-0.073005,0.467349,0.00467349,-0.676643,,13460.78051
4595,44655.41058,1148.772853,58352386,27.241721,-0.678268,-0.674179,22.276592,0.650343,39.47887,0.540571,0.00540571,-0.073285,0.467434,0.00467434,-0.676318,,13340.27698
4596,44655.41059,1149.022853,58352386,27.243873,-0.678072,-0.674113,22.27674,0.650634,39.456173,0.540889,0.00540889,-0.073098,0.46779,0.0046779,-0.676175,,13671.94261
4597,44655.41059,1149.272853,58352386,27.207935,-0.678154,-0.674212,22.276814,0.650441,39.431113,0.540833,0.00540833,-0.073471,0.467362,0.00467362,-0.676339,,13664.8932
4598,44655.41059,1149.522853,58352387,27.211606,-0.678089,-0.674179,22.276814,0.650513,39.415052,0.54097,0.0054097,-0.073565,0.46745,0.0046745,-0.676173,,13914.63332
4599,44655.4106,1149.772853,58352387,27.242337,-0.677867,-0.674015,22.277035,0.651006,39.460279,0.541193,0.00541193,-0.073471,0.467443,0.00467443,-0.67595,,13926.16712
4600,44655.4106,1150.022853,58352387,27.283612,-0.677647,-0.673522,22.277108,0.651419,39.547114,0.541723,0.00541723,-0.073751,0.467873,0.00467873,-0.675601,,13748.45953
4601,44655.4106,1150.272853,58352387,27.306977,-0.677456,-0.673785,22.277256,0.651758,39.516077,0.541571,0.00541571,-0.073751,0.467972,0.00467972,-0.675616,,13654.16499
4602,44655.41061,1150.522853,58352388,27.31245,-0.677397,-0.673818,22.27733,0.651911,39.617972,0.542136,0.00542136,-0.074124,0.46805,0.0046805,-0.67534,,13659.28284
4603,44655.41061,1150.772853,58352388,27.347785,-0.677177,-0.673292,22.277477,0.652283,39.634045,0.542115,0.00542115,-0.073938,0.468178,0.00468178,-0.675382,,13764.16347
4604,44655.41061,1151.022853,58352388,27.377438,-0.67695,-0.673127,22.277624,0.652741,39.731241,0.542604,0.00542604,-0.074404,0.468281,0.00468281,-0.674973,,13416.88274
4605,44655.41061,1151.272853,58352388,27.336133,-0.677057,-0.673325,22.277624,0.652566,39.625424,0.542309,0.00542309,-0.074311,0.467932,0.00467932,-0.675291,,13708.04779
4606,44655.41062,1151.522853,58352389,27.358938,-0.676939,-0.673259,22.277624,0.652765,39.647575,0.542557,0.00542557,-0.074497,0.467982,0.00467982,-0.675057,,13904.15928
4607,44655.41062,1151.772853,58352389,27.364607,-0.676823,-0.67293,22.277772,0.652904,39.676515,0.542644,0.00542644,-0.074497,0.468147,0.00468147,-0.675002,,13789.91024
4608,44655.41062,1152.022853,58352389,27.376317,-0.676714,-0.672799,22.277919,0.653139,39.688451,0.54286,0.0054286,-0.074777,0.468125,0.00468125,-0.674847,,13892.25946
4609,44655.41063,1152.272853,58352389,27.400521,-0.676529,-0.672832,22.278067,0.653418,39.717077,0.543002,0.00543002,-0.074684,0.468298,0.00468298,-0.67476,,13806.99006
4610,44655.41063,1152.522853,58352390,27.427026,-0.676319,-0.67247,22.278067,0.653854,39.765144,0.54332,0.0054332,-0.074963,0.468357,0.00468357,-0.674492,,13804.92068
4611,44655.41063,1152.772853,58352390,27.43336,-0.676198,-0.672766,22.278288,0.654053,39.750623,0.543357,0.00543357,-0.075056,0.468311,0.00468311,-0.674482,,13840.84642
4612,44655.41063,1153.022853,58352390,27.491766,-0.675871,-0.672437,22.278288,0.654689,39.875238,0.543916,0.00543916,-0.075336,0.46858,0.0046858,-0.674088,,13648.74413
4613,44655.41064,1153.272853,58352390,27.533038,-0.675608,-0.672141,22.278435,0.655192,39.927836,0.544378,0.00544378,-0.075336,0.468907,0.00468907,-0.673748,,13655.0414
4614,44655.41064,1153.522853,58352391,27.489588,-0.675693,-0.672273,22.278509,0.654898,39.899,0.54435,0.0054435,-0.075616,0.468803,0.00468803,-0.673727,,13951.26177
4615,44655.41064,1153.772853,58352391,27.478532,-0.675692,-0.672108,22.278583,0.655024,39.83247,0.544074,0.00544074,-0.075523,0.468551,0.00468551,-0.673975,,13936.39532
4616,44655.41065,1154.022853,58352391,27.565482,-0.675253,-0.671813,22.27873,0.655992,39.961865,0.544736,0.00544736,-0.075896,0.468962,0.00468962,-0.673412,,13760.08221
4617,44655.41065,1154.272853,58352391,27.497984,-0.675444,-0.671747,22.278877,0.655436,39.881246,0.544474,0.00544474,-0.075989,0.468501,0.00468501,-0.673716,,14279.78238
4618,44655.41065,1154.522853,58352392,27.512797,-0.675335,-0.671845,22.278804,0.65567,39.916798,0.544665,0.00544665,-0.075802,0.468863,0.00468863,-0.673555,,14149.96299
4619,44655.41065,1154.772853,58352392,27.593682,-0.674937,-0.671385,22.279099,0.656489,39.994862,0.545062,0.00545062,-0.076175,0.46895,0.0046895,-0.673287,,14089.03029
4620,44655.41066,1155.022853,58352392,27.593754,-0.674812,-0.671385,22.279099,0.65665,40.009169,0.545286,0.00545286,-0.076269,0.469093,0.00469093,-0.673104,,13774.21753
4621,44655.41066,1155.272853,58352392,27.593705,-0.674714,-0.671188,22.279393,0.656781,39.992804,0.54519,0.0054519,-0.076455,0.468862,0.00468862,-0.673082,,14109.35167
4622,44655.41066,1155.522853,58352393,27.671285,-0.67432,-0.671188,22.279246,0.657568,40.097553,0.545817,0.00545817,-0.076642,0.469111,0.00469111,-0.672651,,14071.42443
4623,44655.41067,1155.772853,58352393,27.631686,-0.674406,-0.670892,22.279541,0.657414,40.052123,0.545685,0.00545685,-0.076735,0.469026,0.00469026,-0.672763,,14101.67355
4624,44655.41067,1156.022853,58352393,27.653196,-0.674239,-0.670892,22.279467,0.657835,40.111312,0.54598,0.0054598,-0.076642,0.469316,0.00469316,-0.672622,,14184.48226
4625,44655.41067,1156.272853,58352393,27.602213,-0.674399,-0.671188,22.279688,0.657465,40.063419,0.545932,0.00545932,-0.076828,0.469104,0.00469104,-0.67264,,14155.88235
4626,44655.41067,1156.522853,58352394,27.622744,-0.67426,-0.670859,22.279615,0.657702,40.073974,0.546041,0.00546041,-0.077014,0.469111,0.00469111,-0.672568,,14011.60103
4627,44655.41068,1156.772853,58352394,27.671543,-0.67401,-0.670498,22.279909,0.658077,40.162901,0.546424,0.00546424,-0.077108,0.469316,0.00469316,-0.672333,,13801.57696
4628,44655.41068,1157.022853,58352394,27.715261,-0.673751,-0.670366,22.279762,0.658666,40.151203,0.546515,0.00546515,-0.077201,0.469245,0.00469245,-0.672204,,14103.71982
4629,44655.41068,1157.272853,58352394,27.712382,-0.673668,-0.670366,22.280057,0.658633,40.221798,0.546809,0.00546809,-0.077481,0.469328,0.00469328,-0.672005,,13908.11058
4630,44655.41069,1157.522853,58352395,27.781471,-0.673317,-0.67007,22.28013,0.659415,40.246244,0.54711,0.0054711,-0.077574,0.469522,0.00469522,-0.6717,,14279.50243
4631,44655.41069,1157.772853,58352395,27.739303,-0.673451,-0.670235,22.280278,0.659221,40.265126,0.547166,0.00547166,-0.077854,0.469312,0.00469312,-0.671766,,14173.35654
4632,44655.41069,1158.022853,58352395,27.783231,-0.673175,-0.670038,22.280278,0.659611,40.312528,0.54746,0.0054746,-0.07776,0.469606,0.00469606,-0.671681,,13969.05368
4633,44655.41069,1158.272853,58352395,27.78727,-0.673085,-0.669873,22.280573,0.659776,40.279069,0.547344,0.00547344,-0.077947,0.469396,0.00469396,-0.67156,,14184.13805
4634,44655.4107,1158.522853,58352396,27.821691,-0.672896,-0.669775,22.280425,0.660197,40.337821,0.547709,0.00547709,-0.07804,0.469588,0.00469588,-0.671449,,14215.98616
4635,44655.4107,1158.772853,58352396,27.766,-0.6731,-0.669906,22.280646,0.65988,40.279465,0.547496,0.00547496,-0.078227,0.469232,0.00469232,-0.671492,,14193.45556
4636,44655.4107,1159.022853,58352396,27.810139,-0.672852,-0.669709,22.280646,0.660269,40.321517,0.547843,0.00547843,-0.078227,0.469616,0.00469616,-0.671236,,14295.27859
4637,44655.41071,1159.272853,58352396,27.864474,-0.672546,-0.669314,22.281089,0.66073,40.354475,0.547998,0.00547998,-0.078506,0.469492,0.00469492,-0.671027,,14184.58145
4638,44655.41071,1159.522853,58352397,27.86953,-0.67246,-0.669314,22.280941,0.661021,40.473372,0.548484,0.00548484,-0.0786,0.469884,0.00469884,-0.670807,,13511.73951
4639,44655.41071,1159.772853,58352397,27.943349,-0.672106,-0.669019,22.281236,0.661738,40.463457,0.548542,0.00548542,-0.078786,0.469756,0.00469756,-0.670634,,14044.00504
4640,44655.41072,1160.022853,58352397,27.918506,-0.672133,-0.66892,22.281162,0.661669,40.485331,0.548678,0.00548678,-0.078972,0.469706,0.00469706,-0.670667,,13996.38726
4641,44655.41072,1160.272853,58352397,27.899875,-0.672168,-0.669019,22.281457,0.66156,40.512135,0.548882,0.00548882,-0.079066,0.469816,0.00469816,-0.670521,,13691.90906
4642,44655.41072,1160.522853,58352398,27.977976,-0.671747,-0.668756,22.28131,0.662323,40.429326,0.548741,0.00548741,-0.079252,0.469489,0.00469489,-0.670341,,14386.81843
4643,44655.41072,1160.772853,58352398,27.959577,-0.671788,-0.66869,22.281678,0.662341,40.546505,0.549273,0.00549273,-0.079345,0.469928,0.00469928,-0.670296,,14108.23717
4644,44655.41073,1161.022853,58352398,27.982086,-0.671634,-0.668657,22.281678,0.662702,40.581636,0.549489,0.00549489,-0.079532,0.469957,0.00469957,-0.670095,,13702.0414
4645,44655.41073,1161.272853,58352398,27.948321,-0.671712,-0.668657,22.281899,0.662463,40.543154,0.549371,0.00549371,-0.079625,0.469755,0.00469755,-0.670163,,14092.08185
4646,44655.41073,1161.522853,58352399,27.951238,-0.671642,-0.66846,22.281752,0.662573,40.551725,0.549384,0.00549384,-0.079718,0.469759,0.00469759,-0.67016,,13991.68215
4647,44655.41074,1161.772853,58352399,27.978819,-0.671476,-0.668296,22.282047,0.662985,40.569824,0.549586,0.00549586,-0.079905,0.469774,0.00469774,-0.669886,,14245.19317
4648,44655.41074,1162.022853,58352399,28.018666,-0.671225,-0.668164,22.281973,0.663433,40.696854,0.550193,0.00550193,-0.080091,0.470101,0.00470101,-0.669579,,13935.75692
4649,44655.41074,1162.272853,58352399,28.050255,-0.67105,-0.668131,22.282342,0.663719,40.665548,0.550131,0.00550131,-0.080185,0.469946,0.00469946,-0.669441,,13887.45882
4650,44655.41074,1162.522853,58352400,28.080372,-0.670862,-0.667704,22.282268,0.664113,40.769461,0.550632,0.00550632,-0.080371,0.470261,0.00470261,-0.669309,,13383.41146
4651,44655.41075,1162.772853,58352400,28.064115,-0.670855,-0.667835,22.282563,0.664134,40.763971,0.550555,0.00550555,-0.080371,0.470184,0.00470184,-0.669365,,13690.93333
4652,44655.41075,1163.022853,58352400,28.137132,-0.670514,-0.667638,22.282489,0.664713,40.75586,0.550768,0.00550768,-0.080651,0.470095,0.00470095,-0.669166,,13652.70788
4653,44655.41075,1163.272853,58352400,28.172489,-0.670309,-0.667342,22.282858,0.665067,40.828173,0.551206,0.00551206,-0.080744,0.470462,0.00470462,-0.668851,,13552.36159
4654,44655.41076,1163.522853,58352401,28.143605,-0.670399,-0.667638,22.282637,0.66504,40.854523,0.551311,0.00551311,-0.081024,0.470264,0.00470264,-0.668776,,13573.97099
4655,44655.41076,1163.772853,58352401,28.15902,-0.670226,-0.667507,22.283079,0.665304,40.846127,0.55143,0.0055143,-0.081024,0.470406,0.00470406,-0.668607,,13784.24084
4656,44655.41076,1164.022853,58352401,28.124624,-0.670333,-0.667375,22.282784,0.665079,40.78056,0.551146,0.00551146,-0.081117,0.470029,0.00470029,-0.668785,,13985.92613
4657,44655.41076,1164.272853,58352401,28.100115,-0.670398,-0.667441,22.283226,0.66497,40.734151,0.550963,0.00550963,-0.08121,0.469753,0.00469753,-0.66893,,14001.0886
4658,44655.41077,1164.522853,58352402,28.116561,-0.67027,-0.667408,22.283079,0.665163,40.798492,0.551246,0.00551246,-0.081397,0.469849,0.00469849,-0.668844,,14083.77373
4659,44655.41077,1164.772853,58352402,28.142675,-0.670131,-0.667014,22.283374,0.665522,40.83681,0.551603,0.00551603,-0.08149,0.470113,0.00470113,-0.668622,,13943.48144
4660,44655.41077,1165.022853,58352402,28.258344,-0.669583,-0.666652,22.2833,0.66664,40.993279,0.552204,0.00552204,-0.081676,0.470528,0.00470528,-0.668134,,13472.65325
4661,44655.41077,1165.272853,58352402,28.278913,-0.669411,-0.666356,22.283816,0.666942,41.012129,0.552374,0.00552374,-0.081956,0.470511,0.00470511,-0.667942,,13552.12515
4662,44655.41078,1165.522853,58352403,28.344147,-0.669101,-0.666356,22.283595,0.667452,41.077226,0.552835,0.00552835,-0.082049,0.470785,0.00470785,-0.667576,,13457.33776
4663,44655.41078,1165.772853,58352403,28.353394,-0.668972,-0.666093,22.284037,0.667747,41.10935,0.552934,0.00552934,-0.082329,0.470627,0.00470627,-0.667573,,13092.30862
4664,44655.41078,1166.022853,58352403,28.359306,-0.668883,-0.665929,22.28389,0.667947,41.145645,0.553215,0.00553215,-0.082422,0.470699,0.00470699,-0.667341,,13124.13231
4665,44655.41079,1166.272853,58352403,28.361295,-0.668791,-0.665699,22.284406,0.668104,41.144214,0.55328,0.0055328,-0.082609,0.470705,0.00470705,-0.667362,,13271.31645
4666,44655.41079,1166.522853,58352404,28.392875,-0.668619,-0.665962,22.284184,0.668375,41.146411,0.553461,0.00553461,-0.082795,0.470666,0.00470666,-0.667234,,13414.91693
4667,44655.41079,1166.772853,58352404,28.392077,-0.668541,-0.665666,22.284553,0.668547,41.132805,0.553443,0.00553443,-0.082982,0.470543,0.00470543,-0.667185,,13474.33378
4668,44655.4108,1167.022853,58352404,28.40219,-0.668436,-0.665732,22.284479,0.668785,41.175797,0.553567,0.00553567,-0.083075,0.470492,0.00470492,-0.667157,,13577.76372
4669,44655.4108,1167.272853,58352404,28.434888,-0.668258,-0.665534,22.284848,0.669146,41.207112,0.553824,0.00553824,-0.083261,0.470513,0.00470513,-0.66691,,13254.68704
4670,44655.4108,1167.522853,58352405,28.416582,-0.668258,-0.665436,22.284627,0.669125,41.239518,0.554102,0.00554102,-0.083448,0.470672,0.00470672,-0.666789,,13367.87568
4671,44655.4108,1167.772853,58352405,28.459939,-0.668044,-0.665271,22.285143,0.669541,41.25539,0.554281,0.00554281,-0.083541,0.470696,0.00470696,-0.666609,,13281.42147
4672,44655.41081,1168.022853,58352405,28.464114,-0.667949,-0.665337,22.284922,0.669714,41.279762,0.554412,0.00554412,-0.083821,0.470643,0.00470643,-0.666511,,13421.78906
4673,44655.41081,1168.272853,58352405,28.431575,-0.668036,-0.665403,22.28529,0.669584,41.338281,0.554611,0.00554611,-0.084007,0.470604,0.00470604,-0.666498,,13177.72329
4674,44655.41081,1168.522853,58352406,28.398505,-0.668108,-0.665271,22.285069,0.669347,41.156048,0.553919,0.00553919,-0.084007,0.469992,0.00469992,-0.666845,,13724.69047
4675,44655.41082,1168.772853,58352406,28.436799,-0.667922,-0.665206,22.285511,0.669745,41.200219,0.554336,0.00554336,-0.084101,0.470236,0.00470236,-0.666596,,13601.37771
4676,44655.41082,1169.022853,58352406,28.532233,-0.667463,-0.66491,22.28529,0.67067,41.423084,0.555248,0.00555248,-0.08438,0.470867,0.00470867,-0.665883,,13329.83727
4677,44655.41082,1169.272853,58352406,28.475201,-0.667631,-0.66468,22.285732,0.670288,41.276452,0.554716,0.00554716,-0.084473,0.470243,0.00470243,-0.6663,,13589.16195
4678,44655.41083,1169.522853,58352407,28.538276,-0.667319,-0.664647,22.285585,0.670855,41.330851,0.555017,0.00555017,-0.08466,0.470428,0.00470428,-0.666113,,13335.62941
4679,44655.41083,1169.772853,58352407,28.522386,-0.667318,-0.664384,22.285953,0.670922,41.36992,0.555166,0.00555166,-0.084753,0.470413,0.00470413,-0.666018,,13325.9605
4680,44655.41083,1170.022853,58352407,28.51082,-0.667322,-0.664515,22.28588,0.670878,41.38226,0.555357,0.00555357,-0.08494,0.470508,0.00470508,-0.665928,,13059.20702
4681,44655.41083,1170.272853,58352407,28.561644,-0.667065,-0.664318,22.286248,0.671361,41.412632,0.555541,0.00555541,-0.085033,0.470508,0.00470508,-0.665737,,13397.83389
4682,44655.41084,1170.522853,58352408,28.660241,-0.666582,-0.664022,22.286101,0.672321,41.560568,0.556244,0.00556244,-0.085313,0.470838,0.00470838,-0.66521,,13021.89112
4683,44655.41084,1170.772853,58352408,28.595866,-0.66681,-0.663924,22.286469,0.671851,41.469438,0.555841,0.00555841,-0.085406,0.470435,0.00470435,-0.665399,,12911.78864
4684,44655.41084,1171.022853,58352408,28.644478,-0.666544,-0.663792,22.286396,0.672402,41.52544,0.556188,0.00556188,-0.085592,0.470596,0.00470596,-0.665272,,12905.66987
4685,44655.41085,1171.272853,58352408,28.599403,-0.666627,-0.663924,22.286764,0.672239,41.505969,0.556243,0.00556243,-0.085779,0.470464,0.00470464,-0.665257,,13178.0569
4686,44655.41085,1171.522853,58352409,28.710177,-0.666158,-0.663661,22.286617,0.673245,41.636322,0.556756,0.00556756,-0.085965,0.470804,0.00470804,-0.664737,,12796.83415
4687,44655.41085,1171.772853,58352409,28.678852,-0.66622,-0.663759,22.287059,0.673014,41.644178,0.556892,0.00556892,-0.086152,0.47074,0.0047074,-0.664766,,12944.2768
4688,44655.41085,1172.022853,58352409,28.714156,-0.666019,-0.663266,22.286912,0.673464,41.661322,0.557102,0.00557102,-0.086245,0.470845,0.00470845,-0.664616,,12948.50939
4689,44655.41086,1172.272853,58352409,28.756155,-0.665782,-0.663135,22.287354,0.673883,41.666041,0.557265,0.00557265,-0.086525,0.47074,0.0047074,-0.664498,,12932.1441
4690,44655.41086,1172.522853,58352410,28.768076,-0.665656,-0.663003,22.28728,0.674123,41.754524,0.557701,0.00557701,-0.086711,0.47099,0.0047099,-0.664338,,12704.9371
4691,44655.41086,1172.772853,58352410,28.801512,-0.665426,-0.662872,22.287649,0.67451,41.75979,0.557715,0.00557715,-0.086804,0.470911,0.00470911,-0.66418,,12526.28757
4692,44655.41087,1173.022853,58352410,28.796188,-0.665399,-0.662773,22.287501,0.674525,41.776741,0.557918,0.00557918,-0.086991,0.470834,0.00470834,-0.664137,,12623.05051
4693,44655.41087,1173.272853,58352410,28.795926,-0.665337,-0.662773,22.287944,0.67479,41.764634,0.557887,0.00557887,-0.087177,0.47069,0.0047069,-0.663974,,12835.60851
4694,44655.41087,1173.522853,58352411,28.825506,-0.665154,-0.662773,22.287796,0.675177,41.80995,0.558045,0.00558045,-0.087271,0.470773,0.00470773,-0.663939,,12535.99229
4695,44655.41087,1173.772853,58352411,28.85985,-0.664946,-0.66251,22.288165,0.675496,41.819505,0.558175,0.00558175,-0.087457,0.470718,0.00470718,-0.663711,,12599.18178
4696,44655.41088,1174.022853,58352411,28.859206,-0.664892,-0.662116,22.288091,0.675493,41.84283,0.558482,0.00558482,-0.087737,0.470778,0.00470778,-0.663593,,12760.0081
4697,44655.41088,1174.272853,58352411,28.905852,-0.664607,-0.662083,22.288533,0.676167,41.891161,0.558765,0.00558765,-0.08783,0.470882,0.00470882,-0.663392,,12635.07771
4698,44655.41088,1174.522853,58352412,28.928127,-0.66448,-0.661985,22.288386,0.676441,41.930224,0.558929,0.00558929,-0.08811,0.47082,0.0047082,-0.663258,,12513.11315
4699,44655.41089,1174.772853,58352412,28.909061,-0.664484,-0.661919,22.288754,0.676435,41.916661,0.558958,0.00558958,-0.088389,0.47056,0.0047056,-0.663282,,12599.42605
4700,44655.41089,1175.022853,58352412,28.90226,-0.664445,-0.662083,22.288607,0.676474,41.884665,0.558918,0.00558918,-0.088389,0.470601,0.00470601,-0.663259,,12757.19065
4701,44655.41089,1175.272853,58352412,28.978524,-0.664079,-0.661623,22.289123,0.67725,41.956851,0.559259,0.00559259,-0.088576,0.470683,0.00470683,-0.662812,,12595.85528
4702,44655.41089,1175.522853,58352413,28.986143,-0.664012,-0.661327,22.288976,0.677315,42.038782,0.559586,0.00559586,-0.088949,0.470719,0.00470719,-0.662831,,12281.11426
4703,44655.4109,1175.772853,58352413,28.990367,-0.66392,-0.661459,22.289418,0.677542,42.039079,0.559805,0.00559805,-0.088949,0.470766,0.00470766,-0.662614,,12239.95983
4704,44655.4109,1176.022853,58352413,29.02158,-0.663721,-0.661459,22.28927,0.677986,42.05778,0.560053,0.00560053,-0.089229,0.470855,0.00470855,-0.662474,,12394.32981
4705,44655.4109,1176.272853,58352413,29.013215,-0.663687,-0.661294,22.289713,0.678004,42.077883,0.560036,0.00560036,-0.089322,0.470675,0.00470675,-0.662536,,12630.78867
4706,44655.41091,1176.522853,58352414,29.038693,-0.66351,-0.661031,22.289491,0.678277,42.103815,0.560246,0.00560246,-0.089602,0.470584,0.00470584,-0.662333,,12425.64282
4707,44655.41091,1176.772853,58352414,29.066352,-0.663372,-0.660768,22.290081,0.678529,42.125709,0.560404,0.00560404,-0.089695,0.470795,0.00470795,-0.662182,,12483.84125
